image_id,source_image_id,port,country,original_gsd,target_gsd,modality,degradation,upscale_method,label_type,split,verification_status,lat,lon,zoom,width,height,n_ships,scene_type,ground_w_m,ground_h_m,field_gsd,date
100000117,100000117,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1169,805,0,sealand,247.7,170.6,1.07,2010-06-25
100000118,100000118,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1182,816,0,sealand,250.5,172.9,1.07,2010-06-15
100000119,100000119,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.214444,33.288114,18,1181,828,0,sealand,250.3,175.5,1.07,2010-06-15
100000120,100000120,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.214444,33.288114,18,1173,822,0,sealand,248.6,174.2,1.07,2007-05-23
100000121,100000121,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1171,814,0,sealand,248.1,172.5,1.07,2007-05-23
100000122,100000122,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1180,816,0,sealand,250.0,172.9,1.07,2005-07-07
100000123,100000123,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.214444,33.288114,18,1163,822,0,sealand,246.5,174.2,1.07,2005-07-07
100000124,100000124,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.214444,33.288114,18,1180,833,0,sealand,250.1,176.5,1.07,2005-07-02
100000125,100000125,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1172,835,0,sealand,248.3,176.9,1.07,2005-07-02
100000126,100000126,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1177,823,0,sealand,249.4,174.4,1.07,2005-07-02
100000127,100000127,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1176,821,0,sealand,249.2,174.0,1.07,2005-06-11
100000128,100000128,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1016,644,0,sealand,215.3,136.5,1.07,2005-06-11
100000129,100000129,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.214444,33.288114,18,1189,812,0,sealand,252.0,172.1,1.07,2005-06-11
100000130,100000130,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.214444,33.288114,18,1218,825,0,sealand,258.1,174.8,1.07,2002-05-01
100000131,100000131,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216208,33.303217,18,1179,825,0,sealand,249.8,174.8,1.07,2002-05-01
100000132,100000132,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216086,33.316097,18,1172,826,0,sealand,248.3,175.0,1.07,2013-07-31
100000133,100000133,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216086,33.316097,18,1165,824,0,sealand,246.9,174.6,1.07,2007-06-15
100000134,100000134,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.218281,33.332522,18,817,665,0,sealand,173.1,140.9,1.07,2013-07-31
100000135,100000135,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.218281,33.332522,18,773,569,0,sealand,163.8,120.6,1.07,2013-05-23
100000136,100000136,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216236,33.355925,18,1191,827,0,sealand,252.4,175.2,1.07,2014-05-29
100000137,100000137,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216236,33.355925,18,1169,827,0,sealand,247.7,175.2,1.07,2013-07-31
100000138,100000138,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216236,33.355925,18,1010,813,0,sealand,214.0,172.3,1.07,2013-05-23
100000139,100000139,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216236,33.355925,18,1177,812,0,sealand,249.4,172.1,1.07,2010-06-25
100000140,100000140,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216236,33.355925,18,1134,812,0,sealand,240.3,172.1,1.07,2010-06-25
100000141,100000141,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216236,33.355925,18,1184,831,0,sealand,250.9,176.1,1.07,2007-06-15
100000142,100000142,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216236,33.355925,18,1149,826,0,sealand,243.5,175.0,1.07,2007-05-23
100000143,100000143,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216236,33.355925,18,1180,812,0,sealand,250.0,172.1,1.07,2005-07-02
100000144,100000144,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216236,33.355925,18,1147,797,0,sealand,243.0,168.9,1.07,2005-07-02
100000145,100000145,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216236,33.355925,18,1182,771,0,sealand,250.5,163.4,1.07,2005-06-11
100000146,100000146,murmansk,RU,0.2119,10.00,optical_rgb,none,none,obb+hbb,unassigned,coord_match,69.216236,33.355925,18,1181,822,0,sealand,250.3,174.2,1.07,2005-05-19
